Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Dist_CityHall_Miles,Median_Income,School_Score_External,Matched_School,School_Index_Real,School_Score_Norm,School_Rating_Category_Real,School_Merge_Type,HouseAge,RemodAge,GarageAge,TotalSF,TotalPorchSF,TotalBath,OutdoorSF,HasGarage,HasBasement,HasFireplace,HasPool,Has2ndFloor,QualityLivArea,BathPerBedroom,GarageScore,Quality_x_School,LivingArea_x_School,Age_x_School,Quality_x_Income,Quality_x_ExternalSchool,Age_x_Distance,TotalHomeQuality,TotalHouseSF,LivLotRatio,YearsSinceRemodel,IsRemodeled,TotalRooms
1310,20,RL,,7153,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,BrkFace,88.0,TA,TA,CBlock,Gd,TA,No,GLQ,1200,Unf,0,78,1278,GasA,Gd,Y,SBrkr,1294,0,0,1294,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1991.0,RFn,2,496,TA,TA,Y,112,51,0,0,0,0,,GdWo,,0,6,2008,WD,Normal,179200,3.2533380262507077,74622.3186440678,0.5563924907709279,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,17,17,17.0,2572,51,3.0,163,1,1,0,0,0,7764,0.75,992,3.156031177805496,680.6507240133853,8.942088337115573,447733.9118644068,3.3383549446255674,55.30674644626203,11,3068,0.18090311757304628,17,0,8
1311,20,RL,100.0,17500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,PosA,Norm,1Fam,1Story,7,8,1959,2002,Gable,CompShg,BrkFace,HdBoard,,0.0,Gd,Gd,PConc,Gd,TA,Av,GLQ,1406,Unf,0,496,1902,GasA,TA,Y,SBrkr,1902,0,0,1902,1,0,2,0,3,1,Ex,7,Typ,2,TA,Attchd,1959.0,Fin,2,567,TA,TA,Y,0,207,162,0,0,0,,,,0,5,2010,WD,Normal,335000,0.7613762547568976,84249.89019607843,0.6281767587115806,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,51,8,51.0,3804,369,3.0,369,1,1,1,0,0,13314,0.75,1134,3.682036374106412,1000.4618833643423,26.826265011346717,589749.231372549,4.3972373109810645,38.83018899260178,15,4371,0.10868571428571429,8,1,9
1312,20,RL,68.0,8814,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,80.0,Gd,TA,PConc,Gd,TA,No,GLQ,925,Unf,0,349,1274,GasA,Ex,Y,SBrkr,1274,0,0,1274,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,2005.0,RFn,2,508,TA,TA,Y,264,98,0,0,0,0,,,,0,1,2007,New,Partial,203000,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,2,0,2.0,2548,98,3.0,362,1,1,0,0,0,8918,0.75,1016,3.682036374106412,670.130620087367,1.052010392601832,554304.1653333334,4.132954869247166,2.403950683025824,12,3056,0.14454277286135694,0,1,8
1313,60,RL,,9572,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1990,1990,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,336.0,Gd,TA,PConc,Ex,TA,No,GLQ,482,Unf,0,971,1453,GasA,Ex,Y,SBrkr,1453,1357,0,2810,0,0,2,1,4,1,Gd,9,Typ,1,Ex,Attchd,1990.0,RFn,2,750,Gd,Gd,Y,500,0,0,0,0,0,,,,0,6,2007,WD,Normal,302000,1.325320294340452,134118.1268292683,1.0,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,17,17,17.0,4263,0,2.5,500,1,1,1,0,1,22480,0.5,1500,4.208041570407328,1478.0746016055741,8.942088337115573,1072945.0146341464,8.0,22.530445003787683,13,5013,0.29356456330965314,17,0,11
1314,60,RL,108.0,14774,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,165.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1393,1393,GasA,Ex,Y,SBrkr,1422,1177,0,2599,0,0,2,1,4,1,Gd,10,Typ,1,TA,BuiltIn,1999.0,Fin,3,779,TA,TA,Y,668,30,0,0,0,0,,,,0,5,2010,WD,Normal,333168,1.325320294340452,134118.1268292683,1.0,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,11,11,11.0,3992,30,2.5,698,1,1,1,0,1,23391,0.5,2337,4.734046766708245,1367.0875051860808,5.786057159310076,1207063.1414634148,9.0,14.578523237744973,14,4771,0.17591715175307973,11,0,12
1315,20,RL,60.0,8190,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Rec,732,Unf,0,216,948,GasA,Ex,Y,SBrkr,948,0,0,948,1,0,1,0,3,1,TA,5,Typ,1,TA,Detchd,1956.0,Unf,1,280,TA,TA,Y,0,36,0,0,0,0,,,,0,10,2007,WD,Normal,119000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,53,53,51.0,1896,36,2.0,36,1,1,1,0,0,3792,0.5,280,0.0,0.0,0.0,205151.52,1.5296330544577084,233.08301076732204,10,2176,0.11575091575091576,53,0,6
1316,60,RL,85.0,11075,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,6,5,1969,1969,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,Fa,TA,Mn,ALQ,500,LwQ,276,176,952,GasA,TA,Y,SBrkr,1092,1020,0,2112,0,0,2,1,4,1,TA,9,Typ,2,Gd,Attchd,1969.0,Unf,2,576,TA,TA,Y,280,0,0,0,0,0,,,,0,6,2008,WD,Normal,206900,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,39,39,39.0,3064,0,2.5,280,1,1,1,0,1,12672,0.5,1152,3.156031177805496,1110.9229745875346,20.514202655735726,350032.99199999997,2.609885779612701,165.593683460474,11,3640,0.1906997742663657,39,0,11
1317,20,RL,61.0,10226,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,270.0,Gd,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,1622,1622,GasA,Ex,Y,SBrkr,1630,0,0,1630,1,0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,2008.0,RFn,3,860,TA,TA,Y,172,42,0,0,0,0,,,,0,1,2009,WD,Normal,295493,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,1,1.0,3252,42,3.0,214,1,1,1,0,0,13040,0.75,2580,4.208041570407328,857.3884699704931,0.526005196300916,633490.4746666667,4.723376993425332,1.201975341512912,13,4112,0.15939761392528848,1,0,10
1318,120,FV,47.0,4230,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,Gd,No,Unf,0,Unf,0,1352,1352,GasA,Ex,Y,SBrkr,1352,0,0,1352,0,0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,2006.0,RFn,2,466,TA,TA,Y,0,241,0,0,0,0,,,,0,4,2007,New,Partial,208900,1.1277223729341883,90151.93488372093,0.6721830748388239,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,0,1.0,2704,241,2.0,241,1,1,1,0,0,9464,0.6666666666666666,932,3.682036374106412,711.1590253988385,0.526005196300916,631063.5441860465,4.705281523871768,1.1277223729341883,12,3170,0.31962174940898347,0,1,7
1319,20,RL,,14781,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2001,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,TA,PConc,Gd,TA,Gd,Unf,0,Unf,0,1753,1753,GasA,Ex,Y,SBrkr,1787,0,0,1787,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,2001.0,RFn,3,748,TA,TA,Y,198,150,0,0,0,0,,,,0,8,2006,WD,Normal,275000,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,5,4,5.0,3540,150,2.0,348,1,1,1,0,0,14296,0.5,2244,4.208041570407328,939.971285789737,2.63002598150458,633490.4746666667,4.723376993425332,6.00987670756456,13,4288,0.12089845071375414,4,1,9
1320,20,RL,75.0,10215,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1954,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,132.0,TA,TA,PConc,TA,TA,No,ALQ,492,Unf,0,372,864,GasA,Ex,Y,SBrkr,948,0,0,948,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1954.0,Unf,1,248,TA,TA,Y,0,0,0,0,0,0,,,,0,2,2007,WD,Normal,111000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,53,53,53.0,1812,0,1.0,0,1,1,0,0,0,3792,0.25,248,0.0,0.0,0.0,205151.52,1.5296330544577084,233.08301076732204,9,2060,0.09280469897209985,53,0,6
1321,20,RL,70.0,8400,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,3,1957,1957,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,189,Rec,661,628,1478,GasA,Gd,Y,SBrkr,1478,0,0,1478,1,0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,2,442,TA,TA,Y,114,0,0,0,216,0,,,,0,6,2009,WD,Normal,156500,4.2459918836018975,58338.831999999995,0.4349809632687835,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,52,52,52.0,2956,216,2.5,330,1,1,1,0,0,8868,0.625,884,3.156031177805496,777.4356801327539,27.352270207647635,350032.99199999997,2.609885779612701,220.79157794729866,9,3398,0.17595238095238094,52,0,7
1322,20,RL,,6627,Pave,,IR1,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,3,6,1949,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,CBlock,,,,,0,,0,0,0,Floor,TA,N,SBrkr,720,0,0,720,0,0,1,0,2,1,TA,4,Typ,0,,Detchd,1955.0,Unf,1,287,TA,Fa,Y,0,0,0,0,0,0,,,,0,7,2008,WD,Normal,72500,3.1939631788866647,49933.620689655174,0.3723107522461928,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,59,58,53.0,720,0,1.0,0,1,0,0,0,0,2160,0.3333333333333333,287,1.578015588902748,378.72374133665954,31.034306581754045,149800.8620689655,1.1169322567385784,188.44382755431323,9,1007,0.1086464463558171,58,1,5
1323,60,RL,107.0,10186,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,674,Unf,0,76,750,GasA,Ex,Y,SBrkr,1061,862,0,1923,1,0,2,1,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2,564,TA,TA,Y,240,39,0,0,0,0,,,,0,6,2010,WD,Normal,190000,1.325320294340452,134118.1268292683,1.0,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,18,18,18.0,2673,39,3.5,279,1,1,1,0,1,13461,0.875,1128,3.682036374106412,1011.5079924866615,9.46809353341649,938826.8878048781,7.0,23.855765298128137,12,3237,0.1887885332809739,18,0,10
1324,30,RL,50.0,5330,Pave,,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,4,7,1940,1950,Hip,CompShg,VinylSd,VinylSd,,0.0,Fa,TA,CBlock,TA,TA,No,LwQ,280,Unf,0,140,420,GasA,Gd,Y,SBrkr,708,0,0,708,0,0,1,0,2,1,Fa,5,Typ,0,,,,,0,0,,,Y,164,0,0,0,0,0,,,,0,12,2009,WD,Normal,82500,3.1939631788866647,49933.620689655174,0.3723107522461928,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,69,59,,1128,0,1.0,164,0,1,0,0,0,2832,0.3333333333333333,0,2.104020785203664,372.41167898104857,36.294358544763206,199734.4827586207,1.4892430089847712,220.38345934317985,11,1128,0.13283302063789867,59,1,6
1325,20,RL,75.0,9986,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,428.0,Gd,TA,PConc,Ex,TA,Av,Unf,0,Unf,0,1795,1795,GasA,Ex,Y,SBrkr,1795,0,0,1795,0,0,2,0,2,1,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,895,TA,TA,Y,0,49,0,0,0,0,,,,0,2,2007,New,Partial,147000,1.1277223729341883,90151.93488372093,0.6721830748388239,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,0,0.0,3590,49,2.0,49,1,1,1,0,0,14360,0.6666666666666666,2685,4.208041570407328,944.1793273601443,0.526005196300916,721215.4790697674,5.377464598710591,1.1277223729341883,13,4485,0.17975165231323853,0,1,9
1326,30,RM,40.0,3636,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,4,1922,1950,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,TA,BrkTil,TA,Fa,No,Unf,0,Unf,0,796,796,GasA,Fa,N,SBrkr,796,0,0,796,0,0,1,0,2,1,TA,5,Typ,0,,,,,0,0,,,N,0,0,100,0,0,0,,MnPrv,,0,1,2008,WD,Normal,55000,3.6863266000822046,40049.51351351351,0.29861372552940846,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,86,58,,1592,100,1.0,100,0,1,0,0,0,3184,0.3333333333333333,0,2.104020785203664,418.7001362555292,45.23644688187878,160198.05405405405,1.1944549021176338,317.0240876070696,8,1592,0.21892189218921893,58,1,6
1327,30,RH,70.0,4270,Pave,,Reg,Bnk,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,3,6,1931,2006,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Rec,544,Unf,0,0,544,GasA,Ex,Y,SBrkr,774,0,0,774,0,0,1,0,3,1,Gd,6,Typ,0,,,,,0,0,,,Y,0,0,286,0,0,0,,,,0,5,2007,WD,Normal,79000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,76,1,,1318,286,1.0,286,0,1,0,0,0,2322,0.25,0,0.0,0.0,0.0,153863.63999999998,1.1472247908432813,334.23224185502784,9,1318,0.1812646370023419,1,1,7
1328,20,RL,60.0,6600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,9,1982,2008,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,641,Unf,0,175,816,GasA,Ex,Y,SBrkr,816,0,0,816,0,1,1,0,3,1,Gd,5,Typ,1,Ex,Attchd,1982.0,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,,MnPrv,,0,10,2008,WD,Normal,130500,4.864594334728975,62508.04897959183,0.46606711901937214,Mitchell Elementary School,491.17,0.6303485702358592,Commendable,Exact name based school proxy,26,0,26.0,1632,0,1.5,0,1,1,1,0,0,4080,0.375,264,3.151742851179296,514.3644333124611,16.38906282613234,312540.2448979592,2.3303355950968605,126.47945270295334,14,1896,0.12363636363636364,0,1,6
1329,50,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,BrkFace,Wd Sdng,,0.0,Gd,Gd,BrkTil,Gd,TA,No,LwQ,493,Unf,0,1017,1510,GasW,Ex,Y,SBrkr,1584,1208,0,2792,0,0,2,0,5,1,TA,8,Mod,2,TA,Detchd,1920.0,Unf,2,520,Fa,TA,Y,0,547,0,0,480,0,,MnPrv,Shed,1150,6,2008,WD,Normal,256000,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,88,58,88.0,4302,1027,2.0,1027,1,1,1,0,1,16752,0.3333333333333333,1040,3.156031177805496,1468.6065080721576,46.288457274480606,307740.7221238938,2.2945498076903967,251.80354692636618,13,4822,0.2674329501915709,58,1,10
1330,60,RL,63.0,9084,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,935,935,GasA,Gd,Y,SBrkr,955,677,0,1632,0,0,2,1,3,1,TA,8,Typ,1,TA,Attchd,1998.0,Fin,2,462,TA,TA,Y,0,28,0,0,0,0,,,,0,6,2006,WD,Normal,176500,3.20501755284444,77141.80253164558,0.5751780490481104,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,8,8,8.0,2567,28,2.5,28,1,1,1,0,1,11424,0.625,924,3.682036374106412,858.4404803630949,4.208041570407328,539992.617721519,4.026246343336773,25.64014042275552,12,3029,0.17965653896961692,8,0,10
1331,20,RL,85.0,10000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,410.0,Gd,TA,PConc,Gd,Gd,Av,Unf,0,Unf,0,1588,1588,GasA,Ex,Y,SBrkr,1588,0,0,1588,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,825,TA,TA,Y,144,45,0,0,0,0,,,,0,12,2007,WD,Normal,227000,1.1277223729341883,90151.93488372093,0.6721830748388239,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,1,1,1.0,3176,45,2.0,189,1,1,1,0,0,12704,0.5,2475,4.208041570407328,835.2962517258546,0.526005196300916,721215.4790697674,5.377464598710591,1.1277223729341883,13,4001,0.1588,1,0,9
1332,80,RL,55.0,10780,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,483,Unf,0,428,911,GasA,Gd,Y,SBrkr,954,0,0,954,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1976.0,Unf,2,576,TA,TA,Y,0,0,0,0,0,0,,,,0,7,2006,WD,Normal,132500,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,30,30,30.0,1865,0,1.0,0,1,1,0,0,0,4770,0.25,1152,2.63002598150458,501.8089572710739,15.78015588902748,395931.5466666667,2.9521106208908328,36.05926024538736,10,2441,0.08849721706864563,30,0,7
1333,20,RL,67.0,8877,Pave,,Reg,Lvl,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,6,1938,1958,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Mn,ALQ,690,Unf,0,126,816,GasA,Ex,Y,SBrkr,816,0,0,816,1,0,1,0,2,1,TA,3,Typ,1,Gd,Detchd,1958.0,Unf,1,288,Fa,Fa,Y,0,0,0,0,0,0,,,,0,5,2009,WD,Normal,100000,4.3977926559872085,51287.88,0.3824082636144271,Edwards Elementary School,400.57,0.0,Needs Improvement,Exact name based school proxy,71,51,51.0,1632,0,2.0,0,1,1,1,0,0,3264,0.6666666666666666,288,0.0,0.0,0.0,205151.52,1.5296330544577084,312.2432785750918,10,1920,0.0919229469415343,51,1,4
1334,50,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,6,1938,1995,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,803,803,GasA,Ex,Y,SBrkr,803,557,0,1360,0,0,1,1,2,1,Gd,6,Typ,0,,Detchd,1951.0,Unf,1,297,TA,TA,Y,0,65,190,0,0,0,,MnPrv,,0,7,2006,WD,Normal,125500,3.6863266000822046,40049.51351351351,0.29861372552940846,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,68,11,55.0,2163,255,1.5,255,1,1,0,0,1,6800,0.5,297,2.63002598150458,715.3670669692458,35.76835334846229,200247.56756756757,1.4930686276470424,250.6702088055899,11,2460,0.18888888888888888,11,1,7
1335,160,RM,24.0,2368,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5,6,1970,1970,Gable,CompShg,HdBoard,HdBoard,,312.0,TA,TA,CBlock,TA,TA,No,LwQ,765,Unf,0,0,765,GasA,TA,Y,SBrkr,765,600,0,1365,0,0,1,1,3,1,TA,7,Min1,0,,Attchd,1970.0,Unf,2,440,TA,TA,Y,0,36,0,0,0,0,,,,0,5,2009,WD,Normal,125000,3.793972738151323,41797.5,0.31164691148130935,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,39,39,39.0,2130,36,1.5,36,1,1,0,0,1,6825,0.375,880,2.63002598150458,717.9970929507504,20.514202655735726,208987.5,1.5582345574065468,147.9649367879016,11,2570,0.5764358108108109,39,0,8
1336,20,RL,80.0,9650,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,360.0,TA,TA,CBlock,Gd,TA,No,ALQ,686,Unf,0,664,1350,GasA,TA,Y,SBrkr,1334,0,0,1334,0,1,2,0,2,1,TA,6,Typ,1,TA,Attchd,1977.0,RFn,2,630,TA,TA,Y,0,16,0,0,0,0,,,,0,4,2009,WD,Normal,167900,1.318212352431953,75620.02739726027,0.5638315206528659,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,32,32,32.0,2684,16,2.5,16,1,1,1,0,0,8004,0.8333333333333334,1260,3.156031177805496,701.6909318654219,16.832166281629313,453720.16438356164,3.3829891239171954,42.18279527782249,11,3314,0.1382383419689119,32,0,8
1337,90,RL,87.0,9246,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,Duplex,1Story,5,5,1973,1973,Gable,CompShg,Plywood,Plywood,BrkFace,564.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1656,1656,GasA,TA,Y,SBrkr,1656,0,0,1656,0,0,2,0,4,2,TA,8,Typ,0,,Detchd,1973.0,Unf,2,506,TA,TA,Y,0,211,0,0,0,0,,,,0,11,2008,WD,Normal,135000,1.318212352431953,75620.02739726027,0.5638315206528659,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,35,35,35.0,3312,211,2.0,211,1,1,0,0,0,8280,0.4,1012,2.63002598150458,871.0646050743169,18.41018187053206,378100.1369863014,2.8191576032643297,46.13743233511835,10,3818,0.1791044776119403,35,0,10
1338,30,RM,153.0,4118,Pave,Grvl,IR1,Bnk,AllPub,Corner,Mod,OldTown,Feedr,Norm,1Fam,1Story,4,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,693,693,Grav,Fa,N,FuseA,693,0,0,693,0,0,1,0,2,1,Fa,4,Typ,0,,,,,0,0,,,N,0,20,0,0,0,0,,,,0,3,2006,WD,Normal,52500,2.86140394234507,51290.120353982304,0.3824249679483995,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,65,56,,1386,20,1.0,20,0,1,0,0,0,2772,0.3333333333333333,0,2.104020785203664,364.5216010365348,34.19033775955954,205160.48141592921,1.529699871793598,185.99125625242957,8,1386,0.1682855755220981,56,1,5
1339,60,RL,95.0,13450,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,700,Unf,0,216,916,GasA,Ex,Y,SBrkr,920,941,0,1861,1,0,2,1,3,1,Gd,8,Typ,0,,BuiltIn,2002.0,RFn,2,492,TA,TA,Y,146,91,0,0,0,0,,,,0,6,2006,WD,Normal,200000,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,4,4,4.0,2777,91,3.5,237,1,1,0,0,1,13027,0.875,984,3.682036374106412,978.8956703160047,2.104020785203664,554304.1653333334,4.132954869247166,4.807901366051648,12,3269,0.138364312267658,4,0,10
1340,20,RL,120.0,9560,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,360,Unf,0,504,864,GasA,Ex,Y,SBrkr,864,0,0,864,0,0,1,0,3,1,TA,5,Typ,0,,Attchd,1972.0,RFn,1,288,TA,TA,Y,0,0,0,0,0,0,,,,0,6,2006,WD,Normal,128500,1.201975341512912,79186.30933333334,0.5904221241781665,,476.1727268643306,0.526005196300916,District Average Proxy,Ames district weighted average,34,34,34.0,1728,0,1.0,0,1,1,0,0,0,4320,0.25,288,2.63002598150458,454.46848960399143,17.884176674231146,395931.5466666667,2.9521106208908328,40.86716161143901,12,2016,0.09037656903765691,34,0,6
